other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.006,0.0,0.0,,0.006,0.0,0.0,1.793,0.0,0.0,0.007
0.013,0.0,0.0,100.0,0.006,0.0,0.0,3.632,0.0,0.0,0.013
0.022,0.01,0.0,75.0,0.01,2.882,0.0,6.44,0.054,0.0,0.022
0.019,0.01,0.0,-14.286,-0.003,2.922,0.0,5.596,0.054,0.0,0.019
0.022,0.01,0.0,16.667,0.003,2.964,0.0,6.624,0.07,0.0,0.024
0.08,0.02,0.0,257.143,0.057,6.019,0.0,24.016,0.168,0.0,0.089
0.172,0.05,0.0,116.0,0.093,15.279,0.0,52.676,0.378,0.0,0.176
0.22,0.07,0.0,27.778,0.048,21.71,0.0,68.311,0.535,0.0,0.227
0.326,0.1,0.0,47.826,0.105,31.442,0.0,102.376,0.696,0.0,0.362
0.469,0.15,0.0,44.118,0.144,47.786,0.0,149.491,3.158,0.0,0.714
0.501,0.16,0.0,6.803,0.032,51.616,0.0,161.68,4.01,0.0,0.732
0.696,0.22,0.0,38.853,0.195,71.817,0.0,227.171,5.116,0.0,1.014
1.14,0.36,0.0,63.761,0.444,118.883,0.0,376.336,9.045,0.0,1.797
1.276,0.4,0.0,11.989,0.137,133.559,0.0,426.135,11.561,0.0,2.087
1.425,0.45,0.0,11.681,0.149,151.834,0.0,480.915,11.25,0.0,2.23
1.402,0.44,0.0,-1.613,-0.023,149.982,0.0,478.013,12.903,0.0,2.152
1.608,0.5,0.0,14.637,0.205,172.15,0.0,553.493,14.925,0.0,2.342
1.733,0.54,0.0,7.824,0.126,187.752,0.0,602.674,19.636,0.0,2.448
1.702,0.53,0.0,-1.805,-0.031,186.025,0.0,597.414,16.879,0.0,2.402
1.896,0.59,0.0,11.422,0.194,209.2,0.0,672.45,13.024,0.0,2.698
2.188,0.69,0.0,15.385,0.292,247.609,0.0,785.263,16.547,0.0,3.119
0.929,0.65,0.0,-57.533,-1.259,236.359,0.0,337.918,15.588,0.0,1.46
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,0.35,0.0,,,0.895,0.0,,0.434,0.0,
,0.37,0.0,,,0.922,0.0,,0.429,0.0,
,0.41,0.0,,,0.992,0.0,,0.46,0.0,
,0.38,0.0,,,0.892,0.0,,0.415,0.0,
,0.36,0.0,,,0.821,0.0,,0.367,0.0,
,0.37,0.0,,,0.82,0.0,,0.351,0.0,
,0.41,0.0,,,0.882,0.0,,0.37,0.0,
,0.43,0.0,,,0.899,0.0,,0.374,0.0,
,0.52,0.01,,,1.056,0.02,,0.436,0.008,
,0.54,0.02,,,1.066,0.039,,0.436,0.016,
,0.44,0.02,,,0.844,0.038,,0.333,0.015,
,0.44,0.01,,,0.821,0.019,,0.345,0.008,
,0.56,0.01,,,1.017,0.018,,0.452,0.008,
,0.58,0.0,,,1.027,0.0,,0.485,0.0,
,1.06,0.0,,,1.831,0.0,,0.868,0.0,
,1.46,0.0,,,2.459,0.0,,1.23,0.0,
,1.23,0.0,,,2.018,0.0,,0.996,0.0,
,1.29,0.0,,,2.06,0.0,,1.023,0.0,
,1.34,0.0,,,2.083,0.0,,1.033,0.0,
,1.18,0.0,,,1.783,0.0,,0.907,0.0,
,1.14,0.0,,,1.676,0.0,,0.853,0.0,
,1.15,0.0,,,1.646,0.0,,0.839,0.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.0,0.0,,,,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.003,0.001,,,0.003,0.001,,0.002,,,0.0
0.009,0.003,,200.0,0.006,0.002,,0.006,,,0.0
1.807,0.637,,21131.334,1.799,0.41,,1.165,,,0.067
5.802,2.045,,221.043,3.995,1.286,,3.648,,,0.208
11.223,3.912,,91.319,5.42,2.397,,6.877,,,0.371
11.211,3.908,,-0.111,-0.012,2.335,,6.699,,,0.355
14.306,4.935,,26.283,3.095,2.878,,8.341,,,0.42
15.498,5.358,,8.581,1.192,3.05,,8.821,,,0.43
17.212,5.942,,10.893,1.714,3.302,,9.563,0.88,,0.245
16.168,5.573,,-6.208,-1.045,3.024,,8.771,0.788,,0.225
14.025,4.896,,-12.153,-2.143,2.595,,7.433,0.648,,0.186
14.954,5.223,,6.678,0.929,2.705,,7.744,0.65,,0.192
16.318,5.702,,9.166,1.364,2.887,,8.261,0.667,,0.203
20.202,7.061,,23.837,3.884,3.494,,9.998,0.79,,0.227
19.626,6.905,,-2.213,-0.576,3.342,,9.499,0.75,,0.219
19.636,6.905,,0.009,0.01,3.272,,9.305,0.748,,0.223
19.984,7.011,,1.533,0.348,3.255,,9.279,0.747,,0.232
23.699,8.304,,18.445,3.715,3.779,,10.784,0.865,,0.274
25.487,8.911,,7.311,1.788,3.975,,11.369,0.876,,0.282
27.603,9.633,,8.099,2.116,4.214,,12.076,0.923,,0.297
31.411,10.947,,13.641,3.809,4.698,,13.48,1.003,,0.328
38.746,13.493,,23.257,7.335,5.681,,16.314,1.175,,0.394
46.626,16.221,,20.216,7.88,6.703,,19.267,1.337,,0.455
55.156,26.71,18.28,17.819,8.53,10.833,7.414,22.37,1.912,1.308,0.518
55.84,27.26,18.06,1.605,0.684,10.853,7.19,22.231,1.872,1.24,0.511
56.075,27.82,18.2,0.868,0.236,10.88,7.118,21.93,1.819,1.19,0.496
56.859,28.3,17.88,1.488,0.783,10.878,6.873,21.855,1.756,1.109,0.486
60.883,30.86,18.91,7.345,4.025,11.66,7.145,23.003,1.787,1.095,0.491
58.438,32.71,19.12,-3.436,-2.445,12.153,7.104,21.713,1.824,1.066,0.452
64.853,34.81,19.89,10.62,6.415,12.725,7.271,23.708,1.846,1.055,0.483
71.609,38.68,20.28,9.761,6.756,13.916,7.296,25.762,1.951,1.023,0.501
82.138,43.27,22.45,14.663,10.529,15.324,7.951,29.089,2.12,1.1,0.556
90.605,46.41,23.18,9.921,8.467,16.18,8.081,31.588,2.188,1.093,0.598
98.152,50.92,22.96,7.643,7.546,17.473,7.879,33.681,2.204,0.994,0.62
107.624,55.29,23.03,9.045,9.472,18.675,7.779,36.352,2.242,0.934,0.647
117.569,59.31,23.72,8.847,9.945,19.724,7.888,39.099,2.273,0.909,0.687
123.351,62.07,23.58,4.448,5.782,20.33,7.723,40.401,2.275,0.864,0.706
133.892,67.65,26.2,8.655,10.541,21.829,8.454,43.203,2.325,0.901,0.739
156.102,77.19,28.2,15.744,22.211,24.544,8.967,49.636,2.557,0.934,0.845
141.886,74.14,29.13,-7.991,-14.217,23.235,9.129,44.465,2.324,0.913,0.737
148.098,77.06,31.01,4.745,6.213,23.808,9.581,45.755,2.301,0.926,0.744
197.213,82.4,32.98,30.949,49.115,25.108,10.049,60.092,2.325,0.93,0.94
209.602,87.07,32.99,6.023,12.388,26.178,9.919,63.018,2.388,0.905,0.966
219.951,90.22,34.43,5.135,10.35,26.774,10.218,65.273,2.509,0.958,1.053
241.242,96.38,34.99,9.136,21.291,28.255,10.258,70.724,2.499,0.907,1.094
275.956,92.556,,13.922,34.714,26.851,,80.056,2.507,,1.202
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.041,0.013,,,,36.285,,115.83,,,0.105
0.048,0.015,,15.385,0.006,41.543,,132.612,,,0.116
0.051,0.016,,6.667,0.003,44.084,,140.727,,,0.121
0.048,0.015,,-6.25,-0.003,41.238,,131.639,,,0.123
0.057,0.018,,20.0,0.01,49.385,,157.647,,,0.172
0.057,0.018,,0.0,0.0,49.311,,157.412,,,0.184
0.054,0.017,,-5.556,-0.003,46.518,,148.496,,,0.186
0.061,0.019,,11.765,0.006,51.943,,165.812,,,0.193
0.057,0.018,,-5.263,-0.003,49.117,,156.792,1.917,,0.178
0.054,0.017,,-5.556,-0.003,46.173,,147.394,1.666,,0.172
0.07,0.022,,29.412,0.016,59.373,,189.532,2.123,,0.235
0.073,0.023,,4.545,0.003,61.59,,196.609,1.725,,0.24
0.061,0.019,,-17.391,-0.013,50.403,,160.898,1.376,,0.173
0.04,0.01,0.0,-34.184,-0.021,26.228,0.0,104.698,1.613,0.0,0.107
0.045,0.01,0.0,11.763,0.005,25.88,0.0,115.46,1.429,0.0,0.112
0.038,0.01,0.0,-15.784,-0.007,25.541,0.0,95.964,1.515,0.0,0.094
0.047,0.01,0.0,24.996,0.009,25.208,0.0,118.384,1.493,0.0,0.116
0.048,0.02,0.0,2.501,0.001,49.745,0.0,119.732,3.39,0.0,0.123
0.062,0.02,0.0,29.264,0.014,49.063,0.0,152.649,4.082,0.0,0.183
0.049,0.02,0.0,-20.751,-0.013,48.402,0.0,119.344,4.444,0.0,0.141
0.054,0.02,0.0,9.522,0.005,47.8,0.0,129.08,4.878,0.0,0.158
0.054,0.02,0.0,0.881,0.0,47.217,0.0,128.629,5.405,0.0,0.165
0.06,0.02,0.0,10.441,0.006,46.582,0.0,140.149,5.556,0.0,0.173
0.071,0.02,0.0,18.578,0.011,45.91,0.0,163.789,5.0,0.0,0.192
0.083,0.03,0.0,15.753,0.011,67.988,0.0,187.175,3.448,0.0,0.207
0.086,0.03,0.0,4.414,0.004,67.277,0.0,193.392,1.071,0.0,0.198
0.109,0.03,0.0,26.415,0.023,66.467,0.0,241.535,1.075,0.0,0.239
0.136,0.04,0.0,24.667,0.027,87.375,0.0,296.873,1.187,0.0,0.262
0.147,0.05,0.0,8.427,0.011,107.557,0.0,316.997,1.493,0.0,0.28
0.176,0.06,0.0,19.611,0.029,127.01,0.0,373.116,1.695,0.0,0.341
0.2,0.06,0.0,13.494,0.024,125.032,0.0,416.869,1.881,0.0,0.399
0.222,0.07,0.0,11.14,0.022,143.254,0.0,454.996,2.574,0.0,0.447
0.25,0.08,0.0,12.257,0.027,160.683,0.0,501.294,2.54,0.0,0.524
0.269,0.08,0.0,7.617,0.019,157.768,0.0,529.689,2.469,0.0,0.536
0.297,0.09,0.0,10.505,0.028,173.676,0.0,572.76,3.409,0.0,0.608
0.3,0.09,0.0,1.11,0.003,169.621,0.0,565.595,3.261,0.0,0.626
0.301,0.09,0.0,0.213,0.001,165.725,0.0,553.781,4.891,0.0,0.658
0.368,0.12,0.0,22.305,0.067,215.798,0.0,661.461,6.283,0.0,0.831
0.402,0.13,0.0,9.32,0.034,228.304,0.0,706.168,9.701,0.0,0.934
0.447,0.14,0.0,11.157,0.045,239.991,0.0,766.199,17.722,0.0,1.053
0.547,0.17,0.0,22.451,0.1,285.096,0.0,917.864,18.889,0.0,1.234
0.693,0.22,0.0,26.666,0.146,361.89,0.0,1140.376,22.917,0.0,1.493
0.888,0.28,0.0,28.069,0.195,451.627,0.0,1432.052,26.168,0.0,1.878
1.188,0.37,0.0,33.855,0.301,586.928,0.0,1885.19,30.328,0.0,2.935
1.241,0.39,0.0,4.386,0.052,610.014,0.0,1940.393,31.707,0.0,2.867
1.137,0.37,0.0,-8.357,-0.104,571.339,0.0,1755.519,32.743,0.0,2.91
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,0.07,0.0,,,6.234,0.0,,5.645,0.0,
,0.07,0.0,,,6.088,0.0,,5.556,0.0,
,0.08,0.0,,,6.789,0.0,,6.015,0.0,
,0.09,0.0,,,7.445,0.0,,6.667,0.0,
,0.08,0.0,,,6.446,0.0,,5.369,0.0,
,0.08,0.0,,,6.272,0.0,,5.229,0.0,
,0.08,0.0,,,6.098,0.0,,5.128,0.0,
,0.08,0.0,,,5.928,0.0,,5.031,0.0,
,0.1,0.0,,,7.2,0.0,,5.78,0.0,
,0.09,0.0,,,6.294,0.0,,5.263,0.0,
,0.09,0.0,,,6.115,0.0,,4.592,0.0,
,0.09,0.0,,,5.942,0.0,,4.478,0.0,
,0.09,0.0,,,5.776,0.0,,4.306,0.0,
,0.09,0.0,,,5.616,0.0,,4.306,0.0,
,0.09,0.0,,,5.462,0.0,,4.072,0.0,
,0.09,0.0,,,5.313,0.0,,4.072,0.0,
,0.08,0.0,,,4.596,0.0,,3.636,0.0,
,0.04,0.0,,,2.237,0.0,,1.914,0.0,
,0.03,0.0,,,1.633,0.0,,1.829,0.0,
,0.03,0.0,,,1.59,0.0,,1.765,0.0,
,0.03,0.0,,,1.548,0.0,,1.754,0.0,
,0.03,0.0,,,1.508,0.0,,2.113,0.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.0,0.0,,,,0.0,,0.0,,,
0.0,0.0,,,0.0,0.0,,0.0,,,
0.0,0.0,,,0.0,0.0,,0.0,,,
0.0,0.0,,,0.0,0.0,,0.0,,,
0.0,0.0,,,0.0,0.0,,0.0,,,
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0
0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0
0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0
0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0
0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0
0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0
0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0
0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0
0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0
0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0
0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0
